Date,ARM,IONQ,TSM,POET,AVGO,AMD,QUBT,AASI.MI,MWEQ.MI,QBTS,Liquidita,Liquidita Impegnata,Valore Titoli,NAV,Cash Flow,TWRR Giornaliero,TWRR Cumulativo
2025-12-04,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1411.98,1434.9,0.0,0.0068,0.236
2025-12-05,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1419.25,1442.17,0.0,0.0051,0.2423
2025-12-08,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1417.27,1440.19,0.0,-0.0014,0.2406
2025-12-09,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1420.85,1443.77,0.0,0.0025,0.2437
2025-12-10,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1424.02,1446.94,0.0,0.0022,0.2464
2025-12-11,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1420.21,1443.13,0.0,-0.0026,0.2431
2025-12-12,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1406.86,1429.78,0.0,-0.0092,0.2316
2025-12-15,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1405.28,1428.2,0.0,-0.0011,0.2303
2025-12-16,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1393.52,1416.44,0.0,-0.0082,0.2201
2025-12-17,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1392.7,1415.62,0.0,-0.0006,0.2194
2025-12-18,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1406.75,1429.67,0.0,0.0099,0.2315
2025-12-19,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1418.22,1441.14,0.0,0.008,0.2414
2025-12-22,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1426.27,1449.19,0.0,0.0056,0.2483
2025-12-23,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1423.48,1446.4,0.0,-0.0019,0.2459
2025-12-24,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1422.23,1445.15,0.0,-0.0009,0.2449
2025-12-26,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1420.5,1443.42,0.0,-0.0012,0.2434
2025-12-29,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1426.96,1449.88,0.0,0.0045,0.2489
2025-12-30,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1432.21,1455.13,0.0,0.0036,0.2535
2025-12-31,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1430.71,1453.63,0.0,-0.001,0.2522
2026-01-02,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1449.72,1472.64,0.0,0.0131,0.2685
2026-01-05,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1472.38,1495.3,0.0,0.0154,0.2881
2026-01-06,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1482.09,1505.01,0.0,0.0065,0.2964
2026-01-07,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1482.04,1504.96,0.0,-0.0,0.2964
2026-01-08,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1479.77,1502.69,0.0,-0.0015,0.2944
2026-01-09,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1493.87,1516.79,0.0,0.0094,0.3066
2026-01-12,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1494.82,1517.74,0.0,0.0006,0.3074
2026-01-13,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1493.59,1516.51,0.0,-0.0008,0.3063
2026-01-14,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1502.89,1525.81,0.0,0.0061,0.3143
2026-01-15,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1523.01,1545.93,0.0,0.0132,0.3317
2026-01-16,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1514.38,1537.3,0.0,-0.0056,0.3242
2026-01-19,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1506.98,1529.9,0.0,-0.0048,0.3179
2026-01-20,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1488.21,1511.13,0.0,-0.0123,0.3017
2026-01-21,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1500.65,1523.57,0.0,0.0082,0.3124
2026-01-22,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1496.82,1519.74,0.0,-0.0025,0.3091
2026-01-23,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1488.18,1511.1,0.0,-0.0057,0.3017
2026-01-26,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1478.73,1501.65,0.0,-0.0063,0.2935
2026-01-27,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1484.75,1507.67,0.0,0.004,0.2987
2026-01-28,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1488.65,1511.57,0.0,0.0026,0.3021
2026-01-29,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1472.42,1495.34,0.0,-0.0107,0.2881
2026-01-30,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1472.11,1495.03,0.0,-0.0002,0.2878
2026-02-02,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1480.67,1503.59,0.0,0.0057,0.2952
2026-02-03,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1491.22,1514.14,0.0,0.007,0.3043
2026-02-04,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1487.05,1509.97,0.0,-0.0028,0.3007
2026-02-05,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1474.15,1497.07,0.0,-0.0085,0.2896
2026-02-06,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1494.48,1517.4,0.0,0.0136,0.3071
2026-02-09,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1508.17,1531.09,0.0,0.009,0.3189
2026-02-10,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1512.61,1535.53,0.0,0.0029,0.3227
2026-02-11,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1520.6,1543.52,0.0,0.0052,0.3296
2026-02-12,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1511.73,1534.65,0.0,-0.0057,0.322
2026-02-13,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,158.0,0.0,22.92,1201.48,1513.66,1536.58,0.0,0.0013,0.3236
